0,city
/wiki/Main_Page,"Bakersfield, California"
/wiki/Wikipedia:V,"Bakersfield, California"
/wiki/Wikipedia:V,"Bakersfield, California"
/wiki/Help:Maintenance_template_removal,"Bakersfield, California"
/wiki/George_H._W._Bush,"Bakersfield, California"
/wiki/George_W._Bush,"Bakersfield, California"
/wiki/Leonard_L._Alvarado,"Bakersfield, California"
/wiki/General,"Bakersfield, California"
/wiki/Edward_Fitzgerald_Beale,"Bakersfield, California"
"/wiki/Nevada_County,_California","Bakersfield, California"
/wiki/U.S._Ambassador,"Bakersfield, California"
/wiki/Austria-Hungary,"Bakersfield, California"
/wiki/Harvey_Hall,"Bakersfield, California"
/wiki/Kevin_McCarthy_(California_politician),"Bakersfield, California"
/wiki/Erik_Paulsen,"Bakersfield, California"
/wiki/Ken_Mettler,"Bakersfield, California"
/wiki/California_Republican_Assembly,"Bakersfield, California"
/wiki/Joe_Shell,"Bakersfield, California"
/wiki/Richard_M._Nixon,"Bakersfield, California"
/wiki/Republican_Party_(United_States),"Bakersfield, California"
/wiki/Gubernatorial,"Bakersfield, California"
/wiki/Primary_election,"Bakersfield, California"
/wiki/Mary_K._Shell,"Bakersfield, California"
/wiki/Mayor,"Bakersfield, California"
/wiki/Earl_Warren,"Bakersfield, California"
/wiki/Chief_Justice_of_the_United_States_Supreme_Court,"Bakersfield, California"
/wiki/Walter_W._Stiern,"Bakersfield, California"
/wiki/Robert_Beadles,"Bakersfield, California"
/wiki/Hans_Einstein,"Bakersfield, California"
/wiki/Coccidioidomycosis,"Bakersfield, California"
/wiki/Carver_Mead,"Bakersfield, California"
/wiki/VLSI,"Bakersfield, California"
/wiki/Neuromorphic_computing,"Bakersfield, California"
/wiki/Adema,"Bakersfield, California"
/wiki/Dave_DeRoo,"Bakersfield, California"
/wiki/Kris_Kohls,"Bakersfield, California"
/wiki/Ana_Lily_Amirpour,"Bakersfield, California"
/wiki/Noah_Beery,"Bakersfield, California"
/wiki/Robert_Beltran,"Bakersfield, California"
/wiki/David_Benoit_(musician),"Bakersfield, California"
/wiki/Jazz,"Bakersfield, California"
/wiki/Pianist,"Bakersfield, California"
/wiki/Justin_Berry,"Bakersfield, California"
/wiki/Webcam,"Bakersfield, California"
/wiki/Pornographer,"Bakersfield, California"
/wiki/Frank_Bidart,"Bakersfield, California"
/wiki/Big_Poppa_E,"Bakersfield, California"
/wiki/Burning_Image,"Bakersfield, California"
/wiki/Jo_Ann_Castle,"Bakersfield, California"
/wiki/The_Lawrence_Welk_Show,"Bakersfield, California"
/wiki/James_Chapman_(author),"Bakersfield, California"
/wiki/Greg_Colson,"Bakersfield, California"
/wiki/Brandon_Cruz,"Bakersfield, California"
/wiki/Punk_rock,"Bakersfield, California"
/wiki/Child_actor,"Bakersfield, California"
/wiki/The_Def_Dames,"Bakersfield, California"
/wiki/Rap,"Bakersfield, California"
/wiki/Duet,"Bakersfield, California"
/wiki/List_of_hip_hop_musicians,"Bakersfield, California"
/wiki/Davey_Faragher,"Bakersfield, California"
/wiki/Marc_Davis_(animator),"Bakersfield, California"
/wiki/Disney%27s_Nine_Old_Men,"Bakersfield, California"
/wiki/Ric_Drasin,"Bakersfield, California"
/wiki/Gold%27s_Gym,"Bakersfield, California"
/wiki/World_Gym,"Bakersfield, California"
/wiki/Logo,"Bakersfield, California"
/wiki/Professional_wrestler,"Bakersfield, California"
/wiki/Shel%C3%A9a,"Bakersfield, California"
/wiki/Kelli_Garner,"Bakersfield, California"
/wiki/Frank_Gifford,"Bakersfield, California"
/wiki/Justin_Gordon,"Bakersfield, California"
/wiki/Merle_Haggard,"Bakersfield, California"
/wiki/Country_Music_Hall_of_Fame,"Bakersfield, California"
/wiki/Gerald_Haslam,"Bakersfield, California"
/wiki/Fay_Helm,"Bakersfield, California"
/wiki/Brian_Hooks,"Bakersfield, California"
/wiki/Nathan_Jung,"Bakersfield, California"
/wiki/Lawrence_Kimble,"Bakersfield, California"
/wiki/Korn,"Bakersfield, California"
/wiki/Grammy_Award,"Bakersfield, California"
/wiki/Heavy_metal_music,"Bakersfield, California"
/wiki/Jonathan_Davis,"Bakersfield, California"
/wiki/Reginald_Arvizu,"Bakersfield, California"
/wiki/James_Shaffer,"Bakersfield, California"
/wiki/David_Silveria,"Bakersfield, California"
/wiki/Brian_Welch,"Bakersfield, California"
/wiki/Dalene_Kurtis,"Bakersfield, California"
/wiki/Joanne_Linville,"Bakersfield, California"
/wiki/Michael_Lockwood_(guitarist),"Bakersfield, California"
/wiki/Kareem_Lopez,"Bakersfield, California"
/wiki/Guy_Madison,"Bakersfield, California"
/wiki/Roger_Mathey,"Bakersfield, California"
/wiki/Derek_Mears,"Bakersfield, California"
/wiki/Mary_Osborne,"Bakersfield, California"
/wiki/Buck_Owens,"Bakersfield, California"
/wiki/Gregory_Porter,"Bakersfield, California"
/wiki/Prussian_Blue_(duo),"Bakersfield, California"
/wiki/RIOT!,"Bakersfield, California"
/wiki/Lawrence_Tibbett,"Bakersfield, California"
/wiki/New_York_Metropolitan_Opera,"Bakersfield, California"
/wiki/Sigrid_Valdis,"Bakersfield, California"
/wiki/Jake_Varner,"Bakersfield, California"
/wiki/Larry_Barnes,"Bakersfield, California"
/wiki/Los_Angeles_Angels_of_Anaheim,"Bakersfield, California"
/wiki/First_baseman,"Bakersfield, California"
/wiki/Johnny_Callison,"Bakersfield, California"
/wiki/Philadelphia_Phillies,"Bakersfield, California"
/wiki/1960s_in_sports,"Bakersfield, California"
/wiki/Phil_Dumatrait,"Bakersfield, California"
/wiki/Pittsburgh_Pirates,"Bakersfield, California"
/wiki/Draft_(sports),"Bakersfield, California"
/wiki/Jack_Hiatt,"Bakersfield, California"
/wiki/Leon_Lee,"Bakersfield, California"
/wiki/Nippon_Professional_Baseball,"Bakersfield, California"
/wiki/Colby_Lewis,"Bakersfield, California"
/wiki/Texas_Rangers_(baseball),"Bakersfield, California"
/wiki/Jarret_Martin,"Bakersfield, California"
/wiki/Milwaukee_Brewers,"Bakersfield, California"
/wiki/Pitcher,"Bakersfield, California"
/wiki/Buckshot_May,"Bakersfield, California"
/wiki/Brent_Morel_(baseball),"Bakersfield, California"
/wiki/Chicago_White_Sox,"Bakersfield, California"
/wiki/Kurt_Miller,"Bakersfield, California"
/wiki/Florida_Marlins,"Bakersfield, California"
/wiki/Chicago_Cubs,"Bakersfield, California"
/wiki/Steve_Ontiveros_(infielder),"Bakersfield, California"
/wiki/San_Francisco_Giants,"Bakersfield, California"
/wiki/Dave_Rader_(baseball),"Bakersfield, California"
/wiki/1970s_in_sports,"Bakersfield, California"
/wiki/Todd_Walker,"Bakersfield, California"
/wiki/Bruce_Walton_(baseball),"Bakersfield, California"
/wiki/Montreal_Expos,"Bakersfield, California"
/wiki/Toronto_Blue_Jays,"Bakersfield, California"
/wiki/Jake_Woods,"Bakersfield, California"
/wiki/Seattle_Mariners,"Bakersfield, California"
/wiki/Nikki_Blue,"Bakersfield, California"
/wiki/New_York_Liberty,"Bakersfield, California"
/wiki/Guard_(American_football),"Bakersfield, California"
/wiki/Women%27s_National_Basketball_Association,"Bakersfield, California"
/wiki/Fred_Boyd,"Bakersfield, California"
/wiki/Chris_Childs_(basketball),"Bakersfield, California"
/wiki/National_Basketball_Association,"Bakersfield, California"
/wiki/J._R._Sakuragi,"Bakersfield, California"
/wiki/Memphis_Grizzlies,"Bakersfield, California"
/wiki/Lonnie_Shelton,"Bakersfield, California"
/wiki/Seattle_SuperSonics,"Bakersfield, California"
/wiki/NBA_All-Star_Game,"Bakersfield, California"
/wiki/Robert_Swift,"Bakersfield, California"
/wiki/Center_(American_football),"Bakersfield, California"
/wiki/Tyrone_Wallace,"Bakersfield, California"
/wiki/Utah_Jazz,"Bakersfield, California"
/wiki/Mike_Ariey,"Bakersfield, California"
/wiki/Offensive_tackle,"Bakersfield, California"
/wiki/Green_Bay_Packers,"Bakersfield, California"
/wiki/Jon_Baker_(placekicker),"Bakersfield, California"
/wiki/Theo_Bell,"Bakersfield, California"
/wiki/Wide_receiver,"Bakersfield, California"
/wiki/Pittsburgh_Steelers,"Bakersfield, California"
/wiki/Super_Bowl_ring,"Bakersfield, California"
/wiki/Jeff_Buckey,"Bakersfield, California"
/wiki/Offensive_lineman,"Bakersfield, California"
/wiki/Miami_Dolphins,"Bakersfield, California"
/wiki/Vern_Burke,"Bakersfield, California"
/wiki/Tight_end,"Bakersfield, California"
/wiki/San_Francisco_49ers,"Bakersfield, California"
/wiki/New_Orleans_Saints,"Bakersfield, California"
/wiki/Atlanta_Falcons,"Bakersfield, California"
/wiki/David_Carr_(American_football),"Bakersfield, California"
/wiki/Quarterback,"Bakersfield, California"
/wiki/2002_NFL_Draft,"Bakersfield, California"
/wiki/Houston_Texans,"Bakersfield, California"
/wiki/New_York_Giants,"Bakersfield, California"
/wiki/Derek_Carr_(American_football),"Bakersfield, California"
/wiki/Oakland_Raiders,"Bakersfield, California"
/wiki/Fresno_State_University,"Bakersfield, California"
/wiki/Pro_Football_Hall_of_Fame,"Bakersfield, California"
/wiki/Cory_Hall,"Bakersfield, California"
/wiki/Cincinnati_Bengals,"Bakersfield, California"
/wiki/Washington_Redskins,"Bakersfield, California"
/wiki/Safety_(football_position),"Bakersfield, California"
/wiki/Joe_Hawley,"Bakersfield, California"
/wiki/Tampa_Bay_Buccaneers,"Bakersfield, California"
/wiki/A.J._Jefferson,"Bakersfield, California"
/wiki/Arizona_Cardinals,"Bakersfield, California"
/wiki/Cody_Kessler,"Bakersfield, California"
/wiki/Cleveland_Browns,"Bakersfield, California"
/wiki/USC_Trojans,"Bakersfield, California"
/wiki/Rodney_Leisle,"Bakersfield, California"
/wiki/Super_Bowl,"Bakersfield, California"
/wiki/Bob_McCaffrey,"Bakersfield, California"
/wiki/Southern_California_Trojans_football,"Bakersfield, California"
/wiki/Brent_McClanahan,"Bakersfield, California"
/wiki/Minnesota_Vikings,"Bakersfield, California"
/wiki/Ray_Mansfield,"Bakersfield, California"
/wiki/Brock_Marion,"Bakersfield, California"
/wiki/Dallas_Cowboys,"Bakersfield, California"
/wiki/Jerry_Marion,"Bakersfield, California"
/wiki/Ryan_Mathews_(American_football),"Bakersfield, California"
/wiki/Philadelphia_Eagles,"Bakersfield, California"
/wiki/Aaron_Merz,"Bakersfield, California"
/wiki/University_of_California,"Bakersfield, California"
/wiki/Buffalo_Bills,"Bakersfield, California"
/wiki/Stephen_Neal,"Bakersfield, California"
/wiki/New_England_Patriots,"Bakersfield, California"
/wiki/Lineman_(American_football),"Bakersfield, California"
/wiki/NCAA,"Bakersfield, California"
/wiki/Mark_Nichols_(American_football),"Bakersfield, California"
/wiki/Detroit_Lions,"Bakersfield, California"
/wiki/Jared_Norris,"Bakersfield, California"
